date,symbol,poc_dispersion
2023-08-28,HII,0.009149349298392694
2023-08-29,HII,0.008282056091818465
2023-08-30,HII,0.00615396664127802
2023-08-31,HII,0.00502659652587949
2023-09-01,HII,0.0049384391357332755
2023-08-01,LLY,0.009608990586002838
2023-08-02,LLY,0.009375863128986847
2023-08-03,LLY,0.008838820894507774
2023-08-04,LLY,0.006549157730450164
2023-08-07,LLY,0.005513907234390218
2023-08-08,LLY,0.04767061107380797
2023-08-09,LLY,0.06485008498957787
2023-08-10,LLY,0.07318469742247381
2023-08-11,LLY,0.0784839408698164
2023-08-14,LLY,0.0819101143199726
2023-08-15,LLY,0.08245620290401022
2023-08-16,LLY,0.07992460643929633
2023-08-17,LLY,0.07019331358296106
2023-08-18,LLY,0.05293615300683372
2023-08-21,LLY,0.01983807975299822
2023-08-22,LLY,0.018727431340917478
2023-08-23,LLY,0.017690461451826324
2023-08-24,LLY,0.013308647035438787
2023-08-25,LLY,0.008463466215853498
2023-08-28,LLY,0.006612205560653442
2023-08-29,LLY,0.006506367363189276
2023-08-30,LLY,0.006575057361560684
2023-08-31,LLY,0.006210638407648868
2023-09-01,LLY,0.004864921210319665
2023-08-01,ICE,0.00569528264978905
2023-08-02,ICE,0.006020731215407529
2023-08-03,ICE,0.013462264450983748
2023-08-04,ICE,0.013348352749796788
2023-08-07,ICE,0.013050177705459846
2023-08-08,ICE,0.012383548929975783
2023-08-09,ICE,0.011579277063173068
2023-08-10,ICE,0.010918802624452242
2023-08-11,ICE,0.011005007370634754
2023-08-14,ICE,0.011006860840471267
2023-08-15,ICE,0.01098462529220999
2023-08-16,ICE,0.010881741115371726
2023-08-17,ICE,0.005922457408054383
2023-08-18,ICE,0.0055122707658905035
2023-08-21,ICE,0.004573811598819081
2023-08-22,ICE,0.004511487292705847
2023-08-23,ICE,0.0046814005126135
2023-08-24,ICE,0.004989995815293638
2023-08-25,ICE,0.006763584887572875
2023-08-28,ICE,0.009646581252860479
2023-08-29,ICE,0.0139609784277182
2023-08-30,ICE,0.016178214911553558
2023-08-31,ICE,0.016733913360405608
2023-09-01,ICE,0.015564759685230124
2023-08-01,CNC,0.02332496467463833
2023-08-02,CNC,0.02398494005366001
2023-08-03,CNC,0.0274508842476992
2023-08-04,CNC,0.028761911002612623
2023-08-07,CNC,0.02716917434499135
2023-08-08,CNC,0.02548879812719386
2023-08-09,CNC,0.02187813660960923
2023-08-10,CNC,0.013089801366886382
2023-08-11,CNC,0.01393179172682691
2023-08-14,CNC,0.012185330704336429
2023-08-15,CNC,0.011161627352149392
2023-08-16,CNC,0.010369523736877813
2023-08-17,CNC,0.015092149581318152
2023-08-18,CNC,0.01712868190386031
2023-08-21,CNC,0.017398662245804077
2023-08-22,CNC,0.017320260965597654
2023-08-23,CNC,0.017779060932305565
2023-08-24,CNC,0.016749830261660426
2023-08-25,CNC,0.01624313267474359
2023-08-28,CNC,0.008791254888161959
2023-08-29,CNC,0.00543123783673072
2023-08-30,CNC,0.0038823507505238784
2023-08-31,CNC,0.010461696001006385
2023-09-01,CNC,0.016625753161319784
2023-08-01,WRK,0.03946567763233259
2023-08-02,WRK,0.03496580533106583
2023-08-03,WRK,0.04112460774343953
2023-08-04,WRK,0.038154557149667805
2023-08-07,WRK,0.031066476019350593
2023-08-08,WRK,0.02974968578536752
2023-08-09,WRK,0.027686871670696653
2023-08-10,WRK,0.02579814413401696
2023-08-11,WRK,0.024142865873787347
2023-08-14,WRK,0.023672821601763473
2023-08-15,WRK,0.023583275425434667
2023-08-16,WRK,0.02263967767895222
2023-08-17,WRK,0.02185010269638797
2023-08-18,WRK,0.02428443994888821
2023-08-21,WRK,0.02968332210216996
2023-08-22,WRK,0.031515770393883265
2023-08-23,WRK,0.0278277153659305
2023-08-24,WRK,0.024889839647345938
2023-08-25,WRK,0.02034967455909021
2023-08-28,WRK,0.016285683724807393
2023-08-29,WRK,0.015278674409137279
2023-08-30,WRK,0.01464009483909824
2023-08-31,WRK,0.013997003041935609
2023-09-01,WRK,0.016485106842556094
2023-08-01,AEP,0.016664208908146273
2023-08-02,AEP,0.01800779174691733
2023-08-03,AEP,0.022401011204417634
2023-08-04,AEP,0.024281279864069152
2023-08-07,AEP,0.026059179427046542
2023-08-08,AEP,0.026927899881434392
2023-08-09,AEP,0.02402073455973033
2023-08-10,AEP,0.023164546892067064
2023-08-11,AEP,0.020063452014889502
2023-08-14,AEP,0.018982864368955386
2023-08-15,AEP,0.01825106422541626
2023-08-16,AEP,0.014150545696301215
2023-08-17,AEP,0.012627226297477062
2023-08-18,AEP,0.011650848594267668
2023-08-21,AEP,0.01335217502397909
2023-08-22,AEP,0.014125187148357683
2023-08-23,AEP,0.013774692994216962
2023-08-24,AEP,0.010773707865037166
2023-08-25,AEP,0.006595517660743625
2023-08-28,AEP,0.0053684572216191155
2023-08-29,AEP,0.005660926831337845
2023-08-30,AEP,0.005827637950172913
2023-08-31,AEP,0.00562211847723628
2023-09-01,AEP,0.009129782791893073
2023-08-01,NEM,0.01915040660036492
2023-08-02,NEM,0.02012270008170637
2023-08-03,NEM,0.02626168818746241
2023-08-04,NEM,0.028195067457400916
2023-08-07,NEM,0.029354408027987982
2023-08-08,NEM,0.030213117009462127
2023-08-09,NEM,0.02750652117156328
2023-08-10,NEM,0.02651936328128574
2023-08-11,NEM,0.024179583254218266
2023-08-14,NEM,0.016578581649762853
2023-08-15,NEM,0.016872376451913317
2023-08-16,NEM,0.019518524829785666
2023-08-17,NEM,0.021410718545127397
2023-08-18,NEM,0.021626636143616658
2023-08-21,NEM,0.02107009662016545
2023-08-22,NEM,0.02117287130916418
2023-08-23,NEM,0.01942918588108401
2023-08-24,NEM,0.015677570740956322
2023-08-25,NEM,0.01139887642253693
2023-08-28,NEM,0.00916096248458999
2023-08-29,NEM,0.010528282986393592
2023-08-30,NEM,0.01306330324817579
2023-08-31,NEM,0.013558108665405782
2023-09-01,NEM,0.012997339302309103
2023-08-01,AMD,0.024678084900627683
2023-08-02,AMD,0.020480795283054944
2023-08-03,AMD,0.022194725508162823
2023-08-04,AMD,0.024451951538727312
2023-08-07,AMD,0.026663995591086065
2023-08-08,AMD,0.026162936785992602
2023-08-09,AMD,0.025847053355829725
2023-08-10,AMD,0.026756674258157562
2023-08-11,AMD,0.031025876713012737
2023-08-14,AMD,0.032981494092369265
2023-08-15,AMD,0.028001706452938594
2023-08-16,AMD,0.02965120158743538
2023-08-17,AMD,0.03362954602776921
2023-08-18,AMD,0.03497527959140425
2023-08-21,AMD,0.026716516058258703
2023-08-22,AMD,0.023599397890201622
2023-08-23,AMD,0.022196171263657343
2023-08-24,AMD,0.026433706655171325
2023-08-25,AMD,0.02953260533837707
2023-08-28,AMD,0.030591439034985193
2023-08-29,AMD,0.02278426183266489
2023-08-30,AMD,0.021727903609901303
2023-08-31,AMD,0.021865401122718335
2023-09-01,AMD,0.02499473476528574
2023-08-01,CMA,0.01732095573227236
2023-08-02,CMA,0.017684464787186494
2023-08-03,CMA,0.017798258097009377
2023-08-04,CMA,0.01575436705974075
2023-08-07,CMA,0.014302213832821415
2023-08-08,CMA,0.015704074239436237
2023-08-09,CMA,0.016012388207965314
2023-08-10,CMA,0.015556893825283934
2023-08-11,CMA,0.014300426091870478
2023-08-14,CMA,0.017680268232204675
2023-08-15,CMA,0.03198204640831836
2023-08-16,CMA,0.04172978290774224
2023-08-17,CMA,0.04750713672503252
2023-08-18,CMA,0.04846732566625678
2023-08-21,CMA,0.04723840753727367
2023-08-22,CMA,0.05207063981259687
2023-08-23,CMA,0.04989355530131123
2023-08-24,CMA,0.04353015040999377
2023-08-25,CMA,0.030157531388717494
2023-08-28,CMA,0.017014504364009548
2023-08-29,CMA,0.01865022963691555
2023-08-30,CMA,0.01956374935502135
2023-08-31,CMA,0.021407988807223485
2023-09-01,CMA,0.024730993777769602
2023-08-01,EVRG,0.012637318475541537
2023-08-02,EVRG,0.012495836320264925
2023-08-03,EVRG,0.016123884939612452
2023-08-04,EVRG,0.018486000656766782
2023-08-07,EVRG,0.0197579903191288
2023-08-08,EVRG,0.02010465271472277
2023-08-09,EVRG,0.016908640220340526
2023-08-10,EVRG,0.016326005673845137
2023-08-11,EVRG,0.014910063876818817
2023-08-14,EVRG,0.013502161361136
2023-08-15,EVRG,0.012654152686973638
2023-08-16,EVRG,0.009433181482864102
2023-08-17,EVRG,0.008845805254613277
2023-08-18,EVRG,0.011107755250899553
2023-08-21,EVRG,0.014916892809093099
2023-08-22,EVRG,0.015443098576030316
2023-08-23,EVRG,0.014714978653470562
2023-08-24,EVRG,0.013006192407245256
2023-08-25,EVRG,0.00982123296775554
2023-08-28,EVRG,0.007873803639475555
2023-08-29,EVRG,0.008028318660157742
2023-08-30,EVRG,0.010973833362795848
2023-08-31,EVRG,0.011257091282308248
2023-09-01,EVRG,0.019396296385907476
2023-08-01,TFC,0.021893076042912064
2023-08-02,TFC,0.01221933330627927
2023-08-03,TFC,0.014306060176787375
2023-08-04,TFC,0.015559289097352425
2023-08-07,TFC,0.014993168083449747
2023-08-08,TFC,0.01827067633054443
2023-08-09,TFC,0.019015706338999995
2023-08-10,TFC,0.01945366287378576
2023-08-11,TFC,0.018016435759807624
2023-08-14,TFC,0.01924416422506913
2023-08-15,TFC,0.02797943980938191
2023-08-16,TFC,0.03431091027342053
2023-08-17,TFC,0.040021201090320174
2023-08-18,TFC,0.04284497795957399
2023-08-21,TFC,0.04438930309862013
2023-08-22,TFC,0.04550863034158889
2023-08-23,TFC,0.04294973607452638
2023-08-24,TFC,0.03934369477416444
2023-08-25,TFC,0.025915587320950027
2023-08-28,TFC,0.016717271610424914
2023-08-29,TFC,0.02215678297424958
2023-08-30,TFC,0.025665952137254085
2023-08-31,TFC,0.030361507058058283
2023-09-01,TFC,0.03510566519258849
2023-08-01,HAS,0.007911902575856368
2023-08-02,HAS,0.007635481582987654
2023-08-03,HAS,0.01072945470956434
2023-08-04,HAS,0.010704782304879135
2023-08-07,HAS,0.010672782556535384
2023-08-08,HAS,0.010971505418066635
2023-08-09,HAS,0.012603274391522853
2023-08-10,HAS,0.012822217905722924
2023-08-11,HAS,0.01065154077237241
2023-08-14,HAS,0.010202872179100228
2023-08-15,HAS,0.010418064923267554
2023-08-16,HAS,0.009272262889213704
2023-08-17,HAS,0.009305007672278804
2023-08-18,HAS,0.01070723677105919
2023-08-21,HAS,0.013236790605067212
2023-08-22,HAS,0.020015417074885748
2023-08-23,HAS,0.02218611894633482
2023-08-24,HAS,0.0225271962512378
2023-08-25,HAS,0.029052447680888945
2023-08-28,HAS,0.03719641815796838
2023-08-29,HAS,0.041015315423508523
2023-08-30,HAS,0.04368422292245053
2023-08-31,HAS,0.04539524066691378
2023-09-01,HAS,0.043081401322568796
2023-08-01,DRI,0.009901962973443682
2023-08-02,DRI,0.012469292557092596
2023-08-03,DRI,0.014489548082420065
2023-08-04,DRI,0.016035738615093456
2023-08-07,DRI,0.01589155230260541
2023-08-08,DRI,0.016006352213181047
2023-08-09,DRI,0.015559257885398713
2023-08-10,DRI,0.01272693617812845
2023-08-11,DRI,0.014355459945812148
2023-08-14,DRI,0.012441212085552556
2023-08-15,DRI,0.009961376364925759
2023-08-16,DRI,0.010329106753577412
2023-08-17,DRI,0.011412594312454267
2023-08-18,DRI,0.013836872783808535
2023-08-21,DRI,0.01867903243566537
2023-08-22,DRI,0.01991612287583043
2023-08-23,DRI,0.018486310102938493
2023-08-24,DRI,0.016155578802252928
2023-08-25,DRI,0.016107897649858594
2023-08-28,DRI,0.015844544892184863
2023-08-29,DRI,0.012889885586354047
2023-08-30,DRI,0.010231447505942183
2023-08-31,DRI,0.006656575807264133
2023-09-01,DRI,0.005353161580792081
2023-08-01,CI,0.003957821146108235
2023-08-02,CI,0.007898048350076257
2023-08-03,CI,0.009746988843104232
2023-08-04,CI,0.012116620359492342
2023-08-07,CI,0.012422400958060572
2023-08-08,CI,0.012231580059534796
2023-08-09,CI,0.012443352725404316
2023-08-10,CI,0.012581613516350497
2023-08-11,CI,0.012761285478066941
2023-08-14,CI,0.012577937977155314
2023-08-15,CI,0.011943067432356671
2023-08-16,CI,0.0045612977788629504
2023-08-17,CI,0.02212036783792131
2023-08-18,CI,0.026602744931799635
2023-08-21,CI,0.027515837930986196
2023-08-22,CI,0.02719066338446985
2023-08-23,CI,0.026681387990809248
2023-08-24,CI,0.025582106830523678
2023-08-25,CI,0.024134382967289245
2023-08-28,CI,0.021483297036200163
2023-08-29,CI,0.019208523517927633
2023-08-30,CI,0.014419354531480398
2023-08-31,CI,0.008921265789862376
2023-09-01,CI,0.007251659208509789
2023-08-01,KEYS,0.022848840333291005
2023-08-02,KEYS,0.02447594251532709
2023-08-03,KEYS,0.02551705656162914
2023-08-04,KEYS,0.026420588564093586
2023-08-07,KEYS,0.025699503174175922
2023-08-08,KEYS,0.023818105692860112
2023-08-09,KEYS,0.018559446770802124
2023-08-10,KEYS,0.013579987535473683
2023-08-11,KEYS,0.010950619194757311
2023-08-14,KEYS,0.009903463668020248
2023-08-15,KEYS,0.012013310627735472
2023-08-16,KEYS,0.014754223992324251
2023-08-17,KEYS,0.01777914682076159
2023-08-18,KEYS,0.05082884401611021
2023-08-21,KEYS,0.07373634609069399
2023-08-22,KEYS,0.08573787811112077
2023-08-23,KEYS,0.09159397682658
2023-08-24,KEYS,0.09390109801771908
2023-08-25,KEYS,0.09134860060116357
2023-08-28,KEYS,0.0821914684885241
2023-08-29,KEYS,0.0700615760079956
2023-08-30,KEYS,0.05214344171547422
2023-08-31,KEYS,0.017285742344178803
2023-09-01,KEYS,0.01823262037496473
2023-08-01,VLO,0.030454388499362085
2023-08-02,VLO,0.02172924765926377
2023-08-03,VLO,0.015538589054366928
2023-08-04,VLO,0.01222420054649571
2023-08-07,VLO,0.01342127984120293
2023-08-08,VLO,0.015996120759085415
2023-08-09,VLO,0.022448473694648176
2023-08-10,VLO,0.024504360706868122
2023-08-11,VLO,0.03224245186799285
2023-08-14,VLO,0.03412560646970894
2023-08-15,VLO,0.03358485018301532
2023-08-16,VLO,0.030103147336425686
2023-08-17,VLO,0.024039658691373873
2023-08-18,VLO,0.02040684514433673
2023-08-21,VLO,0.01896774298945561
2023-08-22,VLO,0.018996658913534713
2023-08-23,VLO,0.0216034661550361
2023-08-24,VLO,0.022579979862046098
2023-08-25,VLO,0.015867919686037915
2023-08-28,VLO,0.011473737983587372
2023-08-29,VLO,0.011867947654808348
2023-08-30,VLO,0.01186794765480835
2023-08-31,VLO,0.011370544069451682
2023-09-01,VLO,0.01086477798293275
2023-08-01,IPG,0.061662535654789886
2023-08-02,IPG,0.04951053242375738
2023-08-03,IPG,0.021437387411926957
2023-08-04,IPG,0.022346595259838634
2023-08-07,IPG,0.020070368796681816
2023-08-08,IPG,0.013095238095238415
2023-08-09,IPG,0.009966523824159754
2023-08-10,IPG,0.010367527294538686
2023-08-11,IPG,0.010915571333481342
2023-08-14,IPG,0.012968815543808052
2023-08-15,IPG,0.014448848584322441
2023-08-16,IPG,0.016899683577617248
2023-08-17,IPG,0.018716737624958887
2023-08-18,IPG,0.018096655356599975
2023-08-21,IPG,0.014859913746011616
2023-08-22,IPG,0.014052458440014595
2023-08-23,IPG,0.012191078386808418
2023-08-24,IPG,0.009610055053324925
2023-08-25,IPG,0.006238858028686898
2023-08-28,IPG,0.00531898736284861
2023-08-29,IPG,0.005857878007192304
2023-08-30,IPG,0.007612497651104567
2023-08-31,IPG,0.007544150861310364
2023-09-01,IPG,0.007428496792005297
2023-08-01,LUV,0.049208739326495714
2023-08-02,LUV,0.04934535126236998
2023-08-03,LUV,0.05065434011810822
2023-08-04,LUV,0.0462397816993142
2023-08-07,LUV,0.03816563328566443
2023-08-08,LUV,0.033216486788341486
2023-08-09,LUV,0.01794782854115096
2023-08-10,LUV,0.018447673096150603
2023-08-11,LUV,0.018537233265998647
2023-08-14,LUV,0.015850814429102147
2023-08-15,LUV,0.015973297611823433
2023-08-16,LUV,0.01591567871140122
2023-08-17,LUV,0.0160877481462773
2023-08-18,LUV,0.018716872476475743
2023-08-21,LUV,0.020987198834100548
2023-08-22,LUV,0.024923504203189978
2023-08-23,LUV,0.02692085355020399
2023-08-24,LUV,0.026635676119849447
2023-08-25,LUV,0.02584679196380779
2023-08-28,LUV,0.023094075422556582
2023-08-29,LUV,0.019757075611425527
2023-08-30,LUV,0.01375449712908803
2023-08-31,LUV,0.010382886225732357
2023-09-01,LUV,0.008786076627028907
2023-08-01,ED,0.018331163453596817
2023-08-02,ED,0.017721981314924414
2023-08-03,ED,0.023718062552688126
2023-08-04,ED,0.027366147706297774
2023-08-07,ED,0.0286942770766756
2023-08-08,ED,0.027474860123180418
2023-08-09,ED,0.02244891824322557
2023-08-10,ED,0.02010075817181769
2023-08-11,ED,0.016907361402433183
2023-08-14,ED,0.014691796608634945
2023-08-15,ED,0.01573976177244741
2023-08-16,ED,0.012731795800063006
2023-08-17,ED,0.013224386485018374
2023-08-18,ED,0.013074235511557335
2023-08-21,ED,0.0138749894163648
2023-08-22,ED,0.013788705689959374
2023-08-23,ED,0.011728050894884509
2023-08-24,ED,0.010174028822153881
2023-08-25,ED,0.00883486683236805
2023-08-28,ED,0.008689100437855191
2023-08-29,ED,0.006926755370925118
2023-08-30,ED,0.007281681250731512
2023-08-31,ED,0.00711749942445063
2023-09-01,ED,0.008998235552381068
2023-08-01,GRMN,0.007593463060322968
2023-08-02,GRMN,0.009437709485190343
2023-08-03,GRMN,0.010615737084221939
2023-08-04,GRMN,0.01032590643084333
2023-08-07,GRMN,0.010301681355006094
2023-08-08,GRMN,0.010879578187060344
2023-08-09,GRMN,0.01185597697589807
2023-08-10,GRMN,0.013826589264863768
2023-08-11,GRMN,0.01563718395732002
2023-08-14,GRMN,0.01658765916414903
2023-08-15,GRMN,0.018641709374049957
2023-08-16,GRMN,0.016584151802305623
2023-08-17,GRMN,0.013244718561782996
2023-08-18,GRMN,0.012948728513654856
2023-08-21,GRMN,0.01073644344362913
2023-08-22,GRMN,0.008740338117698204
2023-08-23,GRMN,0.007567173956908711
2023-08-24,GRMN,0.007166711978063268
2023-08-25,GRMN,0.006961126468683019
2023-08-28,GRMN,0.008741430132474477
2023-08-29,GRMN,0.011739838826495411
2023-08-30,GRMN,0.014973531984225871
2023-08-31,GRMN,0.017187999373176784
2023-09-01,GRMN,0.016145485890370587
2023-08-01,BALL,0.017824183729448266
2023-08-02,BALL,0.014897483771920579
2023-08-03,BALL,0.013768455691987166
2023-08-04,BALL,0.011992203810877693
2023-08-07,BALL,0.014275916239634003
2023-08-08,BALL,0.019947575929097495
2023-08-09,BALL,0.02391221742213629
2023-08-10,BALL,0.022538285995670735
2023-08-11,BALL,0.021601114122222254
2023-08-14,BALL,0.02063369277407626
2023-08-15,BALL,0.0206799948458205
2023-08-16,BALL,0.025367390978420324
2023-08-17,BALL,0.02075595969370967
2023-08-18,BALL,0.016565957728075557
2023-08-21,BALL,0.022641840379728287
2023-08-22,BALL,0.028676968216416368
2023-08-23,BALL,0.033216310320256084
2023-08-24,BALL,0.03422390204491548
2023-08-25,BALL,0.031805374424996966
2023-08-28,BALL,0.028687509043983626
2023-08-29,BALL,0.024349848301353196
2023-08-30,BALL,0.024130798433491328
2023-08-31,BALL,0.017986389109503637
2023-09-01,BALL,0.018025001484924145
2023-08-01,CB,0.027041739984732263
2023-08-02,CB,0.02291562010236785
2023-08-03,CB,0.01957222666650531
2023-08-04,CB,0.018446371865017665
2023-08-07,CB,0.017930246375632394
2023-08-08,CB,0.0137155528055322
2023-08-09,CB,0.014112686295107185
2023-08-10,CB,0.008014299392566801
2023-08-11,CB,0.0066825707898680396
2023-08-14,CB,0.006831094199331637
2023-08-15,CB,0.008757296522648703
2023-08-16,CB,0.006653574318181672
2023-08-17,CB,0.006161051701621343
2023-08-18,CB,0.006505013301703516
2023-08-21,CB,0.006461264366842518
2023-08-22,CB,0.007048548289344962
2023-08-23,CB,0.006792481709201836
2023-08-24,CB,0.0064400084547194415
2023-08-25,CB,0.006859220817088068
2023-08-28,CB,0.006634564940920977
2023-08-29,CB,0.006251602087593657
2023-08-30,CB,0.005877609725844155
2023-08-31,CB,0.005947148211936427
2023-09-01,CB,0.007037859425840289
2023-08-01,BRK.B,0.008331319179012099
2023-08-02,BRK.B,0.006089269428679659
2023-08-03,BRK.B,0.005615908513052831
2023-08-04,BRK.B,0.005554952363486151
2023-08-07,BRK.B,0.012160104803573442
2023-08-08,BRK.B,0.014391319996018996
2023-08-09,BRK.B,0.014241823043675664
2023-08-10,BRK.B,0.014220020262665223
2023-08-11,BRK.B,0.01318771389012453
2023-08-14,BRK.B,0.011972762008345843
2023-08-15,BRK.B,0.01105391181109858
2023-08-16,BRK.B,0.009758361680358806
2023-08-17,BRK.B,0.009623916082103634
2023-08-18,BRK.B,0.010192621895000132
2023-08-21,BRK.B,0.009714184168084665
2023-08-22,BRK.B,0.009108997698436282
2023-08-23,BRK.B,0.008974912695653706
2023-08-24,BRK.B,0.007028279614599807
2023-08-25,BRK.B,0.005973852033151209
2023-08-28,BRK.B,0.005024865234185775
2023-08-29,BRK.B,0.00593566050186996
